symbol,ipo_date,ipo_years,last_report,3yr_grow_rate,grow_rate,grow,share_grow,start_bvps,now_bvps,eps,roe,debt_ratio,cash_ratio,earn_ttm,assets,equity,shares,name
600897,1996-05-31,25.06,2020-09-30,0.03,0.074,4.716,1.41,3.933,13.135,0.489,0.119,0.153,0.065,1.455,46.186,39.118,2.978,厦门空港
600898,1996-04-18,25.18,2019-09-30,0.0,0.0,0.042,1.43,0.308,0.009,-1.245,-2.198,0.999,0.003,-3.145,22.403,0.022,2.525,ST美讯
600900,2003-11-18,17.59,2020-09-30,0.064,0.123,7.443,1.56,1.547,7.366,1.196,0.11,0.516,0.024,271.35,3449.716,1671.367,226.91,长江电力
600901,2018-03-01,3.29,2020-12-31,0.173,0.17,2.193,1.0,1.986,4.356,0.629,0.147,0.84,0.008,18.772,812.9,130.105,29.866,江苏租赁
600903,2017-11-07,3.61,2020-12-31,0.018,0.027,1.176,1.4,3.538,2.971,0.193,0.041,0.632,0.054,2.202,91.822,33.815,11.382,贵州燃气
600905,2021-06-10,0.01,2021-03-31,0.019,0.019,1.043,1.0,2.415,2.316,0.152,0.091,0.493,0.055,28.281,850.868,431.792,186.449,三峡能源
600906,2021-05-07,0.11,2021-03-31,0.012,0.012,1.034,1.0,3.22,3.329,0.306,0.059,0.771,0.33,8.407,399.421,91.393,27.45,财达证券
600908,2016-09-23,4.73,2020-12-31,0.122,0.119,2.192,1.0,3.473,7.613,0.715,0.113,0.922,0.025,13.22,1800.183,140.703,18.483,无锡银行
600909,2016-12-06,4.53,2020-12-31,0.054,0.15,2.665,1.0,1.542,4.11,0.349,0.106,0.746,0.311,12.655,586.134,148.828,36.21,华安证券
600916,2021-02-05,0.36,2021-03-31,0.129,0.129,1.315,1.0,2.859,3.761,0.499,0.092,0.464,0.399,8.377,117.902,63.186,16.8,中国黄金
600917,2014-09-30,6.71,2020-09-30,0.049,0.057,1.629,1.0,1.886,3.073,0.253,0.096,0.496,0.207,3.929,94.849,47.811,15.56,重庆燃气
600918,2020-06-03,1.03,2020-12-31,0.0,0.0,0.945,1.0,5.231,4.941,0.37,0.066,0.803,0.258,25.813,1745.096,344.297,69.686,中泰证券
600919,2016-08-02,4.87,2020-09-30,0.196,0.182,3.1,1.0,4.61,14.291,1.438,0.127,0.927,0.036,166.054,22656.489,1649.793,115.445,江苏银行
600926,2016-10-27,4.64,2020-09-30,0.167,0.118,2.13,1.96,12.333,13.401,1.254,0.119,0.928,0.042,74.362,11110.624,794.709,59.302,杭州银行
600928,2019-03-01,2.29,2020-09-30,0.093,0.097,1.485,1.0,3.755,5.576,0.597,0.122,0.918,0.046,26.541,3033.542,247.801,44.444,西安银行
600929,2018-03-26,3.22,2021-03-31,0.071,0.07,1.425,1.0,2.226,3.171,0.22,0.073,0.361,0.118,2.019,45.518,29.099,9.178,雪天盐业
600933,2017-11-17,3.58,2021-03-31,0.072,0.167,2.631,1.0,2.02,5.314,0.507,0.16,0.234,0.302,4.364,59.689,45.708,8.601,爱柯迪
600936,2016-08-15,4.84,2020-09-30,0.013,0.042,1.323,1.0,1.639,2.169,-0.106,0.068,0.619,0.08,-1.771,95.009,36.243,16.71,广西广电
600939,2017-02-21,4.32,2020-09-30,0.212,0.14,2.341,1.0,2.426,5.679,0.195,0.061,0.858,0.063,3.534,725.061,103.054,18.145,重庆建工
600956,2020-06-29,0.96,2021-03-31,0.177,0.16,1.746,1.0,2.747,4.796,1.21,0.158,0.691,0.049,46.601,598.092,184.625,38.499,新天绿能
600958,2015-03-23,6.24,2020-12-31,0.069,0.111,2.448,1.0,3.518,8.612,0.389,0.09,0.793,0.298,27.218,2911.174,602.311,69.937,东方证券
600959,2015-04-28,6.14,2020-09-30,0.0,0.066,1.689,1.3,3.468,4.505,0.097,0.06,0.32,0.087,4.838,331.1,225.284,50.007,江苏有线
600960,2004-04-07,17.2,2020-09-30,0.043,0.099,4.858,3.12,3.44,5.356,-0.038,0.052,0.438,0.182,-0.362,90.653,50.909,9.505,渤海汽车
600961,2004-08-30,16.8,2020-12-31,0.48,0.0,1.008,1.0,1.424,1.435,0.396,-0.501,0.865,0.024,2.087,56.135,7.568,5.275,株冶集团
600962,2004-06-22,16.99,2020-12-31,0.0,0.037,1.865,1.3,2.227,3.195,-0.463,0.024,0.658,0.078,-1.213,24.46,8.377,2.622,国投中鲁
600963,2004-05-25,17.07,2021-03-31,0.036,0.099,5.108,3.0,2.849,4.846,0.371,0.026,0.455,0.03,6.699,160.537,87.475,18.051,岳阳林纸
600965,2004-07-13,16.93,2020-12-31,0.044,0.064,2.866,1.43,1.27,2.545,0.132,0.058,0.176,0.181,1.078,25.303,20.837,8.187,福成股份
600966,2004-06-08,17.03,2020-12-31,0.08,0.119,6.736,4.99,3.374,4.553,0.624,0.073,0.687,0.018,8.341,194.527,60.866,13.368,博汇纸业
600967,2004-05-18,17.09,2020-09-30,0.076,0.147,11.346,3.6,1.808,5.698,0.373,0.056,0.557,0.381,6.298,217.465,96.27,16.896,内蒙一机
600968,2019-06-26,1.97,2020-12-31,0.059,0.059,1.258,1.0,1.578,1.985,0.158,0.066,0.381,0.103,16.023,325.76,201.743,101.651,海油发展
600969,2004-04-08,17.2,2020-12-31,0.02,0.124,7.272,1.4,2.002,10.399,0.16,0.055,0.724,0.1,0.594,139.581,38.48,3.701,郴电国际
600970,2005-04-12,16.19,2020-12-31,0.119,0.208,25.066,9.54,2.461,6.468,0.644,0.2,0.671,0.189,11.182,342.122,112.388,17.376,中材国际
600971,2004-08-17,16.84,2021-03-31,0.102,0.154,11.863,5.12,3.474,8.044,0.83,0.135,0.409,0.358,9.965,163.212,96.529,12.0,恒源煤电
600973,2004-08-02,16.88,2020-12-31,0.052,0.134,8.51,5.69,2.648,3.963,0.186,0.067,0.727,0.092,2.554,198.768,54.345,13.714,宝胜股份
600975,2004-06-09,17.03,2020-12-31,0.037,0.092,4.439,4.68,2.425,2.3,0.434,0.04,0.326,0.12,2.829,22.285,15.011,6.527,新五丰
600976,2004-04-19,17.17,2021-03-31,0.064,0.055,2.539,2.0,6.962,8.837,1.843,0.074,0.471,0.036,2.827,25.636,13.556,1.534,健民集团
600977,2016-08-09,4.85,2020-09-30,0.026,0.123,2.186,1.0,2.821,6.166,-0.507,0.098,0.27,0.387,-9.457,157.806,115.122,18.67,中国电影
600979,2004-09-06,16.78,2021-03-31,0.045,0.135,8.831,3.91,1.525,3.442,0.064,0.053,0.539,0.107,0.785,91.932,42.416,12.323,广安爱众
600980,2004-05-12,17.1,2021-03-31,0.06,0.067,3.285,1.3,1.77,4.473,0.34,0.012,0.273,0.222,0.524,9.486,6.895,1.541,北矿科技
600981,2004-06-30,16.97,2020-09-30,0.0,0.076,3.416,3.06,2.629,2.935,0.138,0.072,0.76,0.133,3.084,273.959,65.814,22.424,汇鸿集团
600982,2004-07-06,16.95,2020-12-31,0.006,0.133,8.383,3.0,1.274,3.56,0.252,0.08,0.44,0.083,2.82,71.02,39.796,11.178,宁波能源
600983,2004-07-27,16.9,2021-03-31,0.0,0.113,6.327,1.69,1.229,4.601,-0.128,0.134,0.491,0.112,-0.983,69.347,35.267,7.664,惠而浦
600984,2004-07-07,16.95,2020-12-31,0.117,0.084,4.27,1.3,1.832,6.017,0.572,-0.039,0.616,0.115,5.531,151.386,58.182,9.67,建设机械
600985,2004-04-28,17.14,2020-12-31,0.573,0.163,12.981,2.16,1.95,11.719,1.689,0.097,0.62,0.036,36.701,670.106,254.607,21.726,淮北矿业
600986,2004-04-26,17.15,2020-12-31,0.0,0.084,4.668,4.91,2.977,2.828,0.076,0.037,0.466,0.119,1.001,70.115,37.453,13.246,浙文互联
600987,2004-08-09,16.86,2020-12-31,0.096,0.15,12.307,4.33,1.878,5.339,0.623,0.128,0.228,0.221,6.734,74.704,57.706,10.808,航民股份
600988,2004-04-14,17.18,2020-12-31,0.106,0.129,7.886,5.45,1.845,2.67,0.495,2.14,0.384,0.163,8.236,72.158,44.431,16.639,赤峰黄金
600989,2019-05-16,2.08,2021-03-31,0.267,0.22,2.569,1.0,1.457,3.743,0.942,0.21,0.328,0.089,69.115,408.673,274.52,73.334,宝丰能源
600990,2004-05-10,17.11,2020-12-31,0.178,0.172,14.824,2.25,2.474,16.3,1.095,0.034,0.672,0.143,1.743,79.097,25.947,1.592,四创电子
600992,2004-05-14,17.1,2020-12-31,0.015,0.057,2.718,1.0,2.163,5.878,0.123,0.035,0.513,0.208,0.302,29.589,14.407,2.451,贵绳股份
600993,2004-05-17,17.09,2021-03-31,0.097,0.146,10.469,10.27,6.975,7.108,1.096,0.144,0.234,0.306,4.725,40.01,30.64,4.311,马应龙
600995,2004-06-15,17.01,2020-12-31,0.083,0.133,8.385,7.1,3.881,4.581,0.231,0.146,0.237,0.054,1.107,28.71,21.92,4.785,文山电力
600996,2016-12-26,4.47,2020-09-30,0.051,0.223,3.896,1.0,1.163,4.531,0.08,0.103,0.696,0.052,0.844,156.925,47.649,10.517,贵广网络
600997,2004-06-02,17.05,2020-12-31,0.06,0.141,9.451,2.3,2.181,8.962,0.773,0.11,0.48,0.263,12.277,273.57,142.302,15.878,开滦股份
600998,2010-11-02,10.62,2020-09-30,0.174,0.179,8.131,1.0,1.635,13.294,1.847,0.078,0.684,0.074,34.6,787.167,249.101,18.738,九州通
600999,2009-11-17,11.58,2020-12-31,0.08,0.196,12.254,1.3,1.291,12.169,1.093,0.127,0.788,0.208,95.039,4997.267,1058.247,86.965,招商证券
601000,2010-07-05,10.95,2020-12-31,0.072,0.148,6.05,4.21,2.308,3.315,0.333,0.114,0.201,0.205,19.72,245.92,196.466,59.259,唐山港
601001,2006-06-23,14.99,2020-09-30,0.066,0.12,6.689,2.0,2.28,7.625,0.917,0.132,0.561,0.328,15.352,290.879,127.619,16.737,晋控煤业
601002,2007-01-26,14.39,2020-12-31,0.069,0.067,2.828,1.0,1.477,4.177,0.531,0.043,0.199,0.009,5.054,49.613,39.731,9.512,晋亿实业
601003,2007-02-27,14.31,2021-03-31,0.48,0.083,3.672,3.6,9.854,10.05,1.354,0.097,0.616,0.046,34.698,670.385,257.569,25.628,柳钢股份
601005,2007-02-28,14.3,2020-12-31,0.019,0.019,1.343,2.15,3.598,2.247,0.072,-0.199,0.498,0.118,6.385,399.499,200.385,89.186,重庆钢铁
601006,2006-08-01,14.88,2020-09-30,0.088,0.109,4.606,1.0,1.833,8.442,0.882,0.163,0.16,0.104,131.194,1493.664,1255.123,148.668,大秦铁路
601007,2007-04-06,14.2,2020-09-30,0.023,0.098,4.371,1.0,1.717,7.505,0.19,0.044,0.294,0.093,0.569,31.881,22.514,3.0,金陵饭店
601008,2007-04-26,14.15,2020-12-31,0.069,0.063,2.64,1.56,2.492,4.218,0.086,0.042,0.502,0.138,0.943,92.711,46.137,10.938,连云港
601009,2007-07-19,13.92,2020-09-30,0.099,0.226,24.869,3.28,1.38,10.476,1.356,0.16,0.93,0.014,135.654,14951.032,1048.38,100.07,南京银行
601010,2011-06-03,10.04,2020-12-31,0.042,0.14,4.839,3.75,2.039,2.631,0.145,0.115,0.279,0.045,2.676,67.412,48.627,18.48,文峰股份
601011,2011-03-09,10.28,2020-09-30,0.038,0.142,4.762,2.5,2.244,4.274,0.011,0.043,0.367,0.02,0.175,108.281,68.593,16.048,宝泰隆
601012,2012-04-11,9.18,2021-03-31,0.262,0.371,34.819,9.45,2.948,10.862,2.588,0.163,0.55,0.189,100.074,933.505,419.974,38.664,隆基股份
601015,2014-11-05,6.61,2020-12-31,0.065,0.077,1.955,1.95,4.693,4.706,0.276,0.025,0.54,0.014,4.506,166.709,76.698,16.298,陕西黑猫
601016,2014-09-29,6.72,2020-12-31,0.056,0.091,2.185,2.0,1.94,2.119,0.133,0.074,0.681,0.063,6.652,330.843,105.645,49.867,节能风电
601018,2010-09-28,10.72,2020-12-31,0.059,0.085,2.668,1.0,1.313,3.503,0.24,0.094,0.352,0.101,37.891,854.19,553.769,158.074,宁波港
601019,2017-11-22,3.56,2021-03-31,0.095,0.173,2.706,1.0,2.067,5.594,0.32,0.153,0.354,0.321,6.684,180.698,116.737,20.869,山东出版
601020,2016-03-16,5.25,2020-09-30,0.182,0.193,3.297,1.0,1.738,5.73,0.134,0.081,0.349,0.013,0.743,48.845,31.811,5.551,ST华钰
601021,2015-01-21,6.4,2020-09-30,0.159,0.218,4.611,2.0,6.911,15.932,-0.22,0.157,0.552,0.281,-2.017,325.861,146.015,9.165,春秋航空
601028,2011-11-07,9.61,2020-12-31,0.043,0.08,2.529,2.2,2.56,2.943,0.149,0.046,0.379,0.284,1.169,37.12,23.042,7.83,玉龙股份
601038,2012-08-08,8.86,2020-12-31,0.0,0.03,1.388,1.0,3.635,5.047,0.285,0.051,0.597,0.115,2.81,123.426,49.755,9.858,一拖股份
601058,2011-06-30,9.97,2020-09-30,0.129,0.152,5.273,4.4,2.605,3.122,0.586,0.091,0.59,0.171,15.824,205.422,84.278,26.995,赛轮轮胎
601066,2018-06-20,2.99,2021-03-31,0.128,0.138,2.104,1.0,4.264,8.97,0.869,0.129,0.822,0.3,67.412,3903.377,695.765,77.567,中信建投
601068,2018-08-31,2.79,2020-12-31,0.001,0.095,1.611,1.0,3.279,5.284,-0.627,0.032,0.713,0.12,-18.564,545.14,156.369,29.591,中铝国际
601069,2015-01-22,6.4,2021-03-31,0.013,0.019,1.165,1.0,2.365,2.755,-0.145,0.037,0.364,0.134,-0.919,27.545,17.52,6.36,西部黄金
601077,2019-10-29,1.63,2020-12-31,0.096,0.096,1.442,1.0,5.78,8.332,0.754,0.134,0.917,0.017,85.648,11359.264,946.321,113.57,渝农商行
601086,2017-09-29,3.71,2020-09-30,0.05,0.091,1.652,1.0,1.699,2.806,0.111,0.079,0.292,0.169,0.737,26.394,18.691,6.66,国芳集团
601088,2007-10-09,13.69,2021-03-31,0.051,0.139,8.285,1.0,2.672,22.137,2.832,0.16,0.247,0.225,562.64,5842.72,4398.33,198.69,中国神华
601098,2010-10-28,10.64,2020-09-30,0.021,0.141,4.144,1.0,1.931,8.002,0.789,0.115,0.385,0.478,14.167,233.751,143.713,17.96,中南传媒
601099,2007-12-28,13.47,2020-09-30,0.0,0.09,3.913,2.48,0.976,1.543,0.019,0.037,0.579,0.275,1.277,250.073,105.207,68.163,太平洋
601100,2011-10-28,9.64,2021-03-31,0.256,0.166,6.535,3.11,2.96,6.224,2.403,0.169,0.306,0.296,31.366,117.031,81.252,13.054,恒立液压
601101,2010-03-31,11.22,2020-09-30,0.0,0.176,7.897,2.64,2.897,8.655,0.197,0.107,0.535,0.055,2.363,223.215,103.859,12.0,昊华能源
601106,2010-02-09,11.35,2020-09-30,0.038,0.06,1.92,1.0,0.852,1.636,0.011,-0.019,0.699,0.054,0.758,373.184,112.207,68.578,中国一重
601107,2009-07-27,11.89,2020-12-31,0.045,0.074,2.729,1.0,1.981,5.406,0.239,0.097,0.591,0.079,7.309,404.633,165.332,30.581,四川成渝
601108,2017-10-24,3.64,2020-09-30,0.074,0.115,1.875,1.0,3.31,6.205,0.562,0.102,0.746,0.235,20.183,875.139,222.712,35.89,财通证券
601111,2006-08-18,14.84,2020-12-31,0.0,0.063,2.654,1.0,2.174,5.77,-1.089,0.092,0.705,0.021,-158.222,2840.707,838.141,145.248,中国国航
601113,2011-05-09,10.11,2020-09-30,0.054,0.177,6.823,2.0,1.205,4.111,0.146,0.031,0.372,0.068,1.672,74.725,46.921,11.415,ST华鼎
601116,2011-03-02,10.3,2020-12-31,0.105,0.148,5.27,1.0,1.102,5.807,0.223,0.1,0.294,0.548,1.224,45.02,31.805,5.477,三江购物
601117,2010-01-07,11.44,2020-09-30,0.081,0.188,7.572,1.0,1.048,7.935,0.746,0.106,0.691,0.249,36.78,1265.298,391.416,49.33,中国化学
601118,2011-01-07,10.44,2020-12-31,0.032,0.053,1.865,1.0,1.269,2.367,0.015,0.013,0.429,0.191,0.66,177.367,101.274,42.794,海南橡胶
601126,2010-12-31,10.46,2020-12-31,0.019,0.157,5.747,2.0,1.78,5.115,0.415,0.052,0.394,0.31,3.374,68.584,41.594,8.132,四方股份
601127,2016-06-15,5.0,2020-09-30,0.009,0.073,1.606,1.0,3.295,5.291,-1.109,0.068,0.74,0.044,-13.982,256.665,66.712,12.608,小康股份
601128,2016-09-30,4.71,2020-12-31,0.104,0.083,1.751,1.0,3.982,6.971,0.707,0.119,0.908,0.034,19.365,2086.853,191.075,27.409,常熟银行
601137,2011-01-27,10.39,2021-03-31,0.074,0.243,14.317,2.0,0.933,6.679,0.595,0.098,0.488,0.064,4.704,103.049,52.766,7.9,博威合金
601138,2018-06-08,3.02,2021-03-31,0.456,0.456,3.391,1.0,1.59,5.391,0.642,0.201,0.521,0.367,127.572,2237.966,1071.317,198.724,工业富联
601139,2009-12-25,11.48,2020-09-30,0.119,0.107,4.025,1.95,2.074,4.281,0.529,0.128,0.515,0.193,15.227,254.006,123.164,28.767,深圳燃气
601155,2015-12-04,5.53,2021-03-31,0.438,0.194,4.325,1.3,11.247,37.416,1.096,0.125,0.851,0.08,24.768,5688.985,845.828,22.606,新城控股
601156,2021-06-09,0.02,2021-03-31,0.368,0.368,2.022,1.0,4.295,2.124,0.779,0.396,0.473,0.248,11.13,57.591,30.349,14.288,东航物流
601158,2010-03-29,11.22,2020-12-31,0.037,0.064,2.235,1.0,1.453,3.248,0.37,0.124,0.365,0.113,17.767,245.343,155.91,48.0,重庆水务
601162,2018-10-19,2.66,2020-09-30,0.0,0.047,1.244,1.0,2.783,3.461,0.199,0.033,0.693,0.183,13.272,751.956,230.707,66.66,天风证券
601163,2016-09-09,4.77,2020-12-31,0.085,0.162,2.97,1.0,4.571,13.576,1.325,0.163,0.348,0.108,10.602,166.535,108.61,8.0,三角轮胎
601166,2007-02-05,14.37,2021-03-31,0.141,0.241,33.482,2.7,2.522,31.275,4.636,0.199,0.919,0.12,963.08,79936.66,6497.01,207.74,兴业银行
601168,2007-07-12,13.94,2020-09-30,0.04,0.025,1.486,1.0,4.312,6.406,0.648,0.092,0.685,0.108,15.453,484.964,152.647,23.83,西部矿业
601169,2007-09-19,13.75,2020-09-30,0.071,0.229,25.849,2.49,0.982,10.201,1.053,0.171,0.925,0.06,222.693,28686.47,2156.74,211.43,北京银行
601177,2010-10-11,10.68,2020-12-31,0.022,0.07,2.416,1.0,1.95,4.712,0.294,0.042,0.531,0.09,1.177,40.152,18.849,4.001,杭齿前进
601179,2010-01-28,11.39,2020-09-30,0.009,0.098,3.007,1.0,1.349,4.056,0.061,0.043,0.435,0.09,3.138,368.055,207.903,51.259,中国西电
601186,2008-03-10,13.27,2020-12-31,0.205,0.314,35.047,1.0,0.659,23.096,1.893,0.103,0.748,0.135,257.087,12427.928,3136.391,135.795,中国铁建
601187,2020-10-27,0.63,2020-09-30,0.105,0.105,1.315,1.0,5.178,6.807,0.719,0.108,0.94,0.068,17.075,2712.417,161.688,23.752,厦门银行
601188,2010-03-19,11.25,2020-12-31,0.055,0.06,1.863,1.0,1.913,3.563,0.177,0.068,0.093,0.112,2.333,51.658,46.878,13.159,龙江交通
601198,2015-02-26,6.3,2020-12-31,0.036,0.141,2.867,1.0,2.679,7.681,0.558,0.1,0.755,0.197,15.4,863.748,211.848,27.58,东兴证券
601199,2011-03-17,10.25,2020-12-31,0.048,0.165,6.275,4.0,2.098,3.291,0.258,0.085,0.436,0.309,2.41,54.55,30.775,9.352,江南水务
601200,2017-03-31,4.21,2020-12-31,0.541,0.361,7.43,1.3,1.732,9.899,0.665,0.092,0.59,0.036,7.46,270.575,111.053,11.219,上海环境
601208,2011-05-20,10.08,2020-09-30,0.01,0.144,4.856,2.0,1.627,3.95,0.269,0.066,0.401,0.053,1.687,41.306,24.754,6.266,东材科技
601211,2015-06-26,5.98,2020-12-31,0.031,0.151,3.076,1.0,5.336,16.416,1.318,0.102,0.792,0.24,117.371,7028.992,1462.378,89.084,国泰君安
601212,2017-02-15,4.33,2020-09-30,0.0,0.016,1.096,1.0,2.034,2.229,0.003,0.007,0.639,0.091,0.219,457.183,165.074,74.048,白银有色
601216,2011-02-22,10.32,2020-09-30,0.086,0.258,14.921,11.52,1.707,2.211,0.33,0.127,0.519,0.153,27.88,388.166,186.573,84.38,君正集团
601218,2011-05-06,10.12,2020-12-31,0.016,0.072,2.315,2.2,2.649,2.788,0.24,0.052,0.357,0.13,2.343,42.393,27.252,9.774,吉鑫科技
601222,2011-08-08,9.86,2021-03-31,0.053,0.102,3.3,4.2,8.075,6.344,0.395,0.106,0.447,0.107,6.913,200.578,110.953,17.489,林洋能源
601225,2014-01-28,7.38,2021-03-31,0.164,0.116,2.927,1.0,3.282,9.605,2.203,0.176,0.369,0.157,220.283,1521.562,960.477,100.0,陕西煤业
601226,2014-12-11,6.52,2021-03-31,0.015,0.114,2.711,1.5,1.78,3.217,-0.049,0.041,0.566,0.143,-0.567,85.64,37.158,11.55,华电重工
601228,2017-03-29,4.22,2020-12-31,0.069,0.07,1.577,1.0,1.711,2.699,0.173,0.074,0.506,0.094,10.699,338.262,167.148,61.932,广州港
601229,2016-11-16,4.58,2020-12-31,0.132,0.133,2.391,2.37,13.302,13.44,1.472,0.129,0.922,0.02,209.149,24621.44,1909.39,142.065,上海银行
601231,2012-02-20,9.32,2020-12-31,0.12,0.04,1.542,2.0,7.073,5.454,0.785,0.13,0.611,0.204,17.336,309.385,120.488,22.093,环旭电子
601233,2011-05-18,10.08,2021-03-31,0.177,0.199,9.22,2.8,3.802,12.52,3.006,0.104,0.432,0.093,68.771,503.884,286.388,22.875,桐昆股份
601236,2019-07-05,1.95,2020-12-31,0.041,0.041,1.174,1.0,3.448,4.047,0.4,0.066,0.616,0.172,14.516,383.178,147.033,36.334,红塔证券
601238,2012-03-29,9.22,2020-12-31,0.14,0.073,2.281,1.4,5.139,8.373,0.585,0.136,0.393,0.184,60.511,1428.067,866.596,103.497,广汽集团
601258,2011-04-28,10.14,2020-09-30,0.0,0.086,2.625,7.82,3.093,1.038,0.009,0.005,0.543,0.032,0.97,232.153,106.158,102.272,庞大集团
601279,2021-04-15,0.17,2020-12-31,0.057,0.057,1.117,1.0,2.438,2.724,0.183,0.065,0.478,0.138,2.455,70.228,36.638,13.448,英利汽车
601288,2010-07-15,10.93,2020-12-31,0.116,0.155,5.655,1.0,1.117,6.317,0.618,0.177,0.919,0.043,2164.0,272050.47,22107.46,3499.83,农业银行
601298,2019-01-21,2.4,2020-12-31,0.15,0.152,1.892,1.0,2.992,5.66,0.681,0.137,0.357,0.106,44.204,571.774,367.407,64.911,青岛港
601311,2011-06-02,10.04,2021-03-31,0.101,0.091,2.909,2.6,6.386,7.144,1.007,0.121,0.372,0.053,11.3,127.614,80.139,11.217,骆驼股份
601318,2007-03-01,14.3,2021-03-31,0.179,0.21,22.235,2.0,4.944,54.964,7.223,0.164,0.897,0.045,1320.44,97513.71,10047.41,182.8,中国平安
601319,2018-11-16,2.58,2020-12-31,0.114,0.109,1.677,1.0,3.683,6.176,0.639,0.14,0.782,0.062,282.74,12554.61,2731.36,442.24,中国人保
601326,2017-08-16,3.83,2020-12-31,0.034,0.013,1.08,1.0,2.668,2.881,0.161,0.075,0.387,0.083,8.996,262.434,160.994,55.874,秦港股份
601328,2007-05-15,14.1,2020-12-31,0.086,0.154,9.844,1.1,1.322,11.831,1.071,0.152,0.918,0.029,795.7,106976.16,8786.28,742.63,交通银行
601330,2018-06-11,3.01,2020-12-31,0.199,0.181,2.297,1.0,1.806,4.148,0.379,0.113,0.669,0.091,5.284,174.461,57.803,13.934,绿色动力
601333,2006-12-22,14.49,2020-12-31,0.001,0.03,1.66,1.0,2.395,3.975,-0.079,0.044,0.234,0.04,-5.581,367.805,281.562,70.835,广深铁路
601336,2011-12-16,9.5,2020-12-31,0.145,0.32,28.168,1.0,1.157,32.59,4.582,0.173,0.899,0.013,142.97,10043.76,1016.8,31.2,新华保险
601339,2012-06-12,9.01,2020-12-31,0.02,0.073,2.181,2.0,4.826,5.262,0.244,0.091,0.4,0.033,3.661,131.594,78.928,15.0,百隆东方
601360,2012-01-16,9.42,2021-03-31,0.0,0.11,3.249,1.8,2.887,5.211,0.144,0.132,0.17,0.115,10.287,448.53,372.378,71.454,三六零
601366,2017-04-12,4.18,2020-09-30,0.076,0.086,1.609,1.0,3.261,5.247,0.081,0.085,0.652,0.077,0.7,129.825,45.153,8.605,利群股份
601368,2015-06-12,6.01,2020-12-31,0.068,0.121,2.504,1.0,1.974,4.943,0.281,0.104,0.711,0.099,2.478,151.275,43.648,8.83,绿城水务
601369,2010-04-28,11.14,2020-12-31,0.033,0.016,1.224,1.5,5.377,4.387,0.443,0.112,0.679,0.249,7.431,229.403,73.616,16.78,陕鼓动力
601375,2017-01-03,4.45,2021-03-31,0.017,0.061,1.493,1.0,2.064,3.082,0.109,0.054,0.734,0.284,5.059,538.292,143.113,46.429,中原证券
601377,2010-10-13,10.68,2020-12-31,0.045,0.124,4.564,2.0,2.672,6.098,0.685,0.114,0.774,0.3,45.839,1810.197,408.354,66.967,兴业证券
601388,2012-04-23,9.15,2021-03-31,0.079,0.186,6.845,7.16,1.645,1.572,0.368,0.098,0.37,0.147,8.105,54.984,34.62,22.017,怡球资源
601390,2007-12-03,13.54,2020-12-31,0.182,0.222,15.032,1.0,0.848,12.747,1.109,0.086,0.739,0.121,272.494,12001.221,3131.943,245.709,中国中铁
601398,2006-10-27,14.64,2020-12-31,0.101,0.146,7.76,1.0,1.052,8.163,0.891,0.18,0.913,0.054,3176.85,333450.58,29095.15,3564.07,工商银行
601399,--,0,2021-03-31,0.651,0.043,1.902,1.0,0.96,1.826,0.04,-0.173,0.52,0.247,2.904,276.633,132.705,72.683,国机重装
601456,2020-07-31,0.87,2020-12-31,0.033,0.033,1.11,1.0,4.013,4.455,0.247,0.056,0.771,0.339,5.879,462.199,105.942,23.781,国联证券
601500,2016-09-19,4.74,2020-09-30,0.05,0.1,1.901,1.0,2.198,4.178,0.131,0.063,0.501,0.046,1.144,72.975,36.447,8.723,通用股份
601512,2019-12-20,1.49,2020-12-31,0.116,0.116,1.55,1.0,6.458,10.01,1.08,0.143,0.417,0.146,16.187,257.459,150.034,14.989,中新集团
601515,2012-02-16,9.33,2020-12-31,0.061,0.0,0.53,2.4,15.701,3.469,0.408,0.244,0.279,0.162,5.448,64.17,46.29,13.344,东风股份
601518,2010-03-19,11.25,2020-12-31,0.049,0.062,1.905,1.0,1.576,3.002,0.05,0.082,0.391,0.131,0.669,66.522,40.533,13.504,吉林高速
601519,2011-01-28,10.39,2020-12-31,0.125,0.0,0.379,2.86,5.762,0.763,0.036,-0.052,0.232,0.56,0.725,19.755,15.169,19.877,大智慧
601555,2011-12-12,9.52,2020-09-30,0.014,0.113,3.539,1.0,2.032,7.192,0.516,0.075,0.742,0.239,20.015,1083.869,279.097,38.805,东吴证券
601566,2011-05-30,10.05,2020-09-30,0.0,0.0,0.947,1.0,7.613,7.21,0.613,0.141,0.277,0.083,3.52,57.296,41.43,5.746,九牧王
601567,2011-06-15,10.01,2020-12-31,0.067,0.234,12.453,3.75,1.908,6.336,0.693,0.121,0.359,0.155,9.609,136.963,87.849,13.866,三星医疗
601568,2020-10-20,0.65,2021-03-31,0.251,0.251,2.068,1.0,1.742,3.603,0.537,0.199,0.215,0.314,19.4,165.69,130.093,36.111,北元集团
601577,2018-09-26,2.72,2021-03-31,0.177,0.171,2.287,1.0,5.786,13.231,1.636,0.169,0.928,0.023,65.794,7349.536,532.073,40.216,长沙银行
601579,2014-08-25,6.81,2020-12-31,0.038,0.113,2.624,1.0,2.599,6.821,0.584,0.088,0.24,0.102,2.903,44.625,33.927,4.974,会稽山
