symbol,ipo_date,ipo_years,last_report,3yr_grow_rate,grow_rate,grow,share_grow,start_bvps,now_bvps,eps,roe,debt_ratio,cash_ratio,earn_ttm,assets,equity,shares,name
002277,2009-07-17,11.92,2020-09-30,0.083,0.2,12.31,5.76,2.522,5.39,0.028,0.139,0.543,0.066,0.393,164.313,75.152,13.942,友阿股份
002278,2009-08-11,11.85,2021-03-31,0.014,0.049,1.968,2.0,3.333,3.273,0.046,0.05,0.27,0.083,0.169,16.327,11.911,3.639,神开股份
002279,2009-08-11,11.85,2021-03-31,0.0,0.146,6.938,9.36,2.048,1.518,-0.271,-0.014,0.566,0.157,-1.927,24.861,10.795,7.113,久其软件
002280,2009-08-21,11.82,2020-09-30,0.0,0.139,5.963,12.5,2.327,1.11,-0.037,0.03,0.737,0.093,-0.805,91.926,24.17,21.771,联络互动
002281,2009-08-21,11.82,2021-03-31,0.129,0.211,15.251,3.0,1.469,7.468,0.704,0.111,0.428,0.307,4.912,91.047,52.099,6.977,光迅科技
002282,2009-08-21,11.82,2021-03-31,0.116,0.088,3.318,1.95,3.568,6.071,0.431,0.061,0.157,0.132,2.346,39.17,33.024,5.439,博深股份
002283,2009-08-21,11.82,2020-12-31,0.083,0.17,8.977,4.42,2.191,4.45,0.447,0.077,0.379,0.017,5.072,81.326,50.466,11.34,天润工业
002284,2009-08-28,11.81,2020-12-31,0.0,0.138,6.118,7.59,4.545,3.662,0.023,0.072,0.512,0.184,0.173,55.387,27.013,7.376,亚太股份
002285,2009-08-28,11.81,2020-12-31,0.055,0.103,3.964,16.31,10.651,2.588,0.066,0.144,0.517,0.178,1.334,108.911,52.636,20.336,世联行
002286,2009-08-28,11.81,2020-09-30,0.017,0.105,3.944,3.38,3.726,4.348,0.194,0.058,0.356,0.131,0.716,24.937,16.055,3.693,保龄宝
002287,2009-08-28,11.81,2020-12-31,0.106,0.0,0.565,1.3,11.415,4.968,0.765,0.158,0.409,0.41,4.059,44.591,26.346,5.303,奇正藏药
002288,2009-09-03,11.79,2020-12-31,0.0,0.149,7.007,7.37,1.794,1.705,0.022,0.044,0.584,0.007,0.201,38.15,15.888,9.316,超华科技
002289,2009-09-03,11.79,2020-12-31,0.0,0.0,0.802,1.5,1.989,1.064,-0.113,-0.12,0.175,0.452,-0.315,3.614,2.982,2.803,宇顺电子
002290,2009-09-03,11.79,2020-12-31,0.0,0.066,2.463,2.52,1.86,1.818,0.227,0.003,0.695,0.131,0.551,14.481,4.412,2.427,禾盛新材
002291,2009-09-03,11.79,2020-09-30,0.0,0.097,3.559,1.69,2.084,4.389,-0.213,0.053,0.39,0.03,-1.575,53.088,32.41,7.385,星期六
002292,2009-09-10,11.77,2020-09-30,0.0,0.202,12.634,7.68,1.744,2.869,-0.041,0.093,0.351,0.086,-0.555,60.025,38.939,13.572,奥飞娱乐
002293,2009-09-10,11.77,2021-03-31,0.094,0.092,3.502,5.5,8.546,5.442,0.884,0.169,0.265,0.267,7.32,61.295,45.046,8.277,罗莱生活
002294,2009-09-10,11.77,2021-03-31,0.0,0.281,34.241,9.22,1.479,5.495,0.58,0.236,0.173,0.145,6.07,69.483,57.477,10.46,信立泰
002295,2009-09-29,11.72,2020-09-30,0.034,0.043,1.787,1.5,4.051,4.827,0.18,0.049,0.594,0.02,0.451,29.802,12.096,2.506,精艺股份
002296,2009-09-29,11.72,2021-03-31,0.03,0.177,10.163,4.91,1.997,4.131,0.286,0.052,0.237,0.232,1.115,21.107,16.098,3.897,辉煌科技
002297,2009-09-29,11.72,2020-12-31,0.0,0.111,4.361,3.37,2.322,3.004,0.067,0.014,0.309,0.18,0.316,20.495,14.159,4.713,博云新材
002298,2009-09-29,11.72,2020-09-30,0.023,0.212,14.06,3.24,1.535,6.661,0.476,0.062,0.384,0.058,3.291,74.776,46.061,6.915,中电兴发
002299,2009-10-21,11.66,2020-12-31,0.079,0.198,12.636,2.0,1.211,7.651,1.641,0.093,0.362,0.019,20.415,149.29,95.213,12.444,圣农发展
002300,2009-10-21,11.66,2020-12-31,0.053,0.133,5.746,4.9,2.237,2.623,0.337,0.114,0.57,0.128,2.212,40.092,17.225,6.567,太阳电缆
002301,2009-10-21,11.66,2021-03-31,0.077,0.193,12.451,4.5,1.758,4.864,0.295,0.066,0.566,0.23,2.163,82.211,35.701,7.34,齐心集团
002302,2009-11-03,11.62,2021-03-31,0.137,0.144,6.795,3.87,4.594,8.066,0.388,0.046,0.591,0.115,4.895,249.073,101.815,12.624,西部建设
002303,2009-11-03,11.62,2020-09-30,0.053,0.075,2.692,8.84,10.431,3.177,0.132,0.107,0.329,0.175,2.028,72.52,48.645,15.313,美盈森
002304,2009-11-06,11.61,2021-03-31,0.118,0.244,22.432,3.36,4.208,28.093,10.264,0.372,0.241,0.128,154.68,557.7,423.357,15.07,洋河股份
002305,2009-11-06,11.61,2021-03-31,0.042,0.006,1.092,3.08,9.246,3.277,-0.338,0.053,0.826,0.09,-5.854,325.712,56.827,17.342,南国置业
002306,2009-11-11,11.6,2021-03-31,0.395,0.0,0.175,4.0,1.351,0.059,0.017,-1.582,0.761,0.314,0.139,2.073,0.496,8.4,中科云网
002307,2009-11-11,11.6,2020-12-31,0.092,0.21,14.529,4.16,1.287,4.495,0.076,0.037,0.884,0.09,0.803,407.589,47.405,10.547,北新路桥
002308,2009-11-27,11.56,2020-12-31,0.0,0.038,1.693,3.9,5.954,2.584,0.034,0.112,0.107,0.535,0.309,26.217,23.417,9.062,威创股份
002309,2009-11-27,11.56,2020-09-30,0.011,0.208,13.406,3.6,2.564,9.548,-0.499,0.036,0.579,0.095,-4.35,197.641,83.242,8.718,中利集团
002310,2009-11-27,11.56,2020-09-30,0.105,0.39,92.525,44.87,2.484,5.122,0.024,0.107,0.7,0.012,0.647,458.008,137.539,26.855,东方园林
002311,2009-11-27,11.56,2021-03-31,0.256,0.279,33.537,6.15,1.669,9.099,1.936,0.144,0.545,0.077,32.158,331.965,151.149,16.612,海大集团
002312,2009-12-03,11.54,2021-03-31,0.106,0.278,32.985,15.83,1.613,3.36,0.251,0.009,0.36,0.197,4.436,92.626,59.277,17.64,川发龙蟒
002313,2009-12-03,11.54,2020-12-31,0.004,0.168,8.812,2.6,2.142,7.26,-1.5,0.05,0.617,0.065,-5.616,70.947,27.182,3.744,日海智能
002314,2009-12-03,11.54,2021-03-31,0.063,0.072,2.69,2.0,3.241,4.359,-0.128,0.037,0.796,0.149,-3.462,578.506,118.025,27.078,南山控股
002315,2009-12-09,11.52,2020-12-31,0.025,0.18,10.172,2.6,1.851,7.242,0.56,0.098,0.359,0.297,1.711,34.497,22.123,3.055,焦点科技
002316,2009-12-09,11.52,2020-09-30,0.008,0.13,5.357,3.28,1.362,2.227,-0.09,0.064,0.71,0.043,-0.355,30.18,8.755,3.931,亚联发展
002317,2009-12-11,11.52,2020-09-30,0.062,0.209,13.689,9.0,3.468,5.275,0.489,0.143,0.235,0.247,3.986,56.131,42.96,8.145,众生药业
002318,2009-12-11,11.52,2020-09-30,0.103,0.192,11.243,4.88,1.989,4.587,0.874,0.1,0.418,0.122,7.353,66.303,38.602,8.415,久立特材
002319,2009-12-11,11.52,2020-12-31,0.0,0.0,0.169,2.0,8.402,0.71,0.037,-0.005,0.773,0.044,0.073,6.265,1.421,2.0,乐通股份
002320,2009-12-16,11.5,2021-03-31,0.039,0.181,10.663,7.91,2.025,2.73,0.31,0.114,0.068,0.451,4.606,43.514,40.561,14.86,海峡股份
002321,2009-12-16,11.5,2020-09-30,0.0,0.114,4.424,2.0,2.075,4.59,-1.368,0.015,0.69,0.01,-7.311,79.072,24.524,5.343,*ST华英
002322,2009-12-18,11.5,2020-12-31,0.012,0.055,2.128,4.0,14.609,7.772,0.59,0.08,0.163,0.103,2.34,36.816,30.828,3.967,理工环科
002323,2009-12-18,11.5,2020-09-30,0.0,0.0,0.956,3.9,3.081,0.755,0.142,-0.002,0.937,0.001,0.171,14.439,0.907,1.202,*ST雅博
002324,2009-12-18,11.5,2020-12-31,0.079,0.136,5.998,6.59,3.559,3.239,0.471,0.134,0.379,0.063,3.981,44.095,27.374,8.451,普利特
002325,2009-12-22,11.49,2020-09-30,0.005,0.182,9.999,8.44,2.48,2.939,-0.034,0.102,0.708,0.044,-0.43,125.667,36.731,12.499,洪涛股份
002326,2009-12-22,11.49,2020-09-30,0.152,0.15,6.81,5.65,3.387,4.084,0.333,0.11,0.509,0.055,2.923,72.862,35.798,8.766,永太科技
002327,2009-12-30,11.47,2020-09-30,0.076,0.244,20.23,8.11,1.649,4.113,0.435,0.158,0.18,0.045,3.664,42.216,34.638,8.421,富安娜
002328,2009-12-30,11.47,2020-12-31,0.029,0.08,2.936,2.55,3.473,3.999,0.259,0.074,0.35,0.194,1.994,47.371,30.791,7.7,新朋股份
002329,2010-01-06,11.45,2020-09-30,0.0,0.198,10.039,5.6,1.659,2.974,0.089,0.057,0.566,0.047,0.749,57.384,24.909,8.376,皇氏集团
002330,2010-01-06,11.45,2020-12-31,0.007,0.089,3.03,2.0,1.788,2.709,0.058,0.049,0.324,0.064,0.292,20.131,13.6,5.02,得利斯
002331,2010-01-06,11.45,2020-09-30,0.105,0.252,17.606,5.09,1.604,5.546,0.164,0.079,0.21,0.22,0.674,28.917,22.854,4.121,皖通科技
002332,2010-01-12,11.43,2020-09-30,0.113,0.139,5.244,2.25,1.566,3.65,0.551,0.091,0.472,0.152,5.052,63.287,33.442,9.162,仙琚制药
002333,2010-01-12,11.43,2020-09-30,0.0,0.139,5.288,3.2,1.508,2.492,-0.044,0.061,0.059,0.341,-0.222,13.306,12.525,5.026,罗普斯金
002334,2010-01-13,11.43,2021-03-31,0.0,0.229,15.444,10.95,1.619,2.284,0.17,0.087,0.443,0.163,1.284,30.903,17.208,7.535,英威腾
002335,2010-01-13,11.43,2020-09-30,0.008,0.221,12.782,4.76,2.711,7.28,0.753,0.095,0.581,0.032,3.474,80.196,33.604,4.616,科华数据
002336,2010-01-13,11.43,2020-09-30,0.0,0.019,1.276,1.1,2.227,2.583,-0.894,0.012,0.734,0.092,-3.934,42.798,11.364,4.4,人人乐
002337,2010-01-15,11.42,2020-09-30,0.0,0.126,4.532,4.8,2.224,2.1,-0.136,0.057,0.234,0.205,-0.803,16.129,12.36,5.886,赛象科技
002338,2010-01-15,11.42,2020-12-31,0.033,0.152,6.323,3.0,1.93,4.068,0.232,0.085,0.099,0.135,0.556,10.834,9.764,2.4,奥普光电
002339,2010-01-22,11.4,2020-12-31,0.051,0.173,7.938,5.2,2.682,4.094,0.129,0.032,0.443,0.216,0.663,37.596,20.954,5.118,积成电子
002340,2010-01-22,11.4,2021-03-31,0.125,0.303,33.345,22.85,2.081,3.037,0.244,0.078,0.539,0.126,11.671,314.91,145.254,47.835,格林美
002341,2010-01-22,11.4,2020-09-30,0.068,0.256,18.318,8.0,1.843,4.22,-0.047,0.074,0.474,0.026,-0.543,92.515,48.626,11.522,新纶科技
002342,2010-01-26,11.39,2020-12-31,0.004,0.076,2.594,2.4,2.371,2.563,0.035,0.054,0.393,0.065,0.332,40.512,24.601,9.6,巨力索具
002343,2010-01-26,11.39,2020-09-30,0.061,0.038,1.6,2.8,4.841,2.767,-0.052,0.08,0.415,0.158,-0.311,28.438,16.648,6.016,慈文传媒
002344,2010-01-26,11.39,2020-12-31,0.018,0.224,13.848,4.0,1.742,6.031,0.148,0.142,0.3,0.064,1.905,110.517,77.363,12.827,海宁皮城
002345,2010-01-28,11.39,2020-09-30,0.04,0.196,9.862,6.24,2.386,3.771,0.123,0.109,0.364,0.141,1.113,53.644,34.143,9.054,潮宏基
002346,2010-01-28,11.39,2021-03-31,0.0,0.151,6.441,2.0,1.483,4.776,0.222,0.064,0.196,0.029,0.981,26.241,21.088,4.416,柘中股份
002347,2010-01-28,11.39,2020-09-30,0.0,0.164,6.959,3.6,1.329,2.569,0.045,0.066,0.465,0.09,0.201,21.472,11.484,4.47,泰尔股份
002348,2010-02-03,11.37,2020-09-30,0.0,0.135,5.045,6.69,1.417,1.069,-0.065,0.062,0.289,0.025,-0.616,14.239,10.129,9.472,高乐股份
002349,2010-02-03,11.37,2020-09-30,0.025,0.235,14.74,7.5,1.531,3.009,0.085,0.089,0.185,0.181,0.708,30.866,25.149,8.357,精华制药
002350,2010-02-03,11.37,2020-12-31,0.06,0.127,4.718,3.81,3.083,3.813,0.121,0.05,0.377,0.115,0.655,33.174,20.681,5.424,北京科锐
002351,2010-02-05,11.36,2020-09-30,0.027,0.192,9.428,6.0,1.416,2.225,0.295,0.096,0.187,0.077,2.62,24.327,19.78,8.891,漫步者
002352,2010-02-05,11.36,2021-03-31,0.175,0.278,25.841,3.0,1.455,12.533,-1.014,0.103,0.54,0.088,-46.202,1240.626,571.051,45.564,顺丰控股
002353,2010-02-05,11.36,2020-12-31,0.09,0.383,67.752,7.8,1.367,11.874,1.798,0.146,0.395,0.136,17.221,188.103,113.739,9.579,杰瑞股份
002354,2010-02-09,11.35,2020-09-30,0.0,0.011,1.145,2.8,1.617,0.661,-0.249,-0.031,0.9,0.067,-2.323,61.778,6.159,9.321,天神娱乐
002355,2010-02-09,11.35,2020-09-30,0.024,0.142,5.461,2.0,1.649,4.503,-0.359,0.055,0.379,0.031,-2.225,45.0,27.946,6.206,兴民智通
002356,2010-02-09,11.35,2018-12-31,0.0,0.0,0.156,5.1,2.966,0.091,-3.806,-0.973,0.989,0.081,-20.091,43.39,0.481,5.278,*ST赫美
002357,2010-02-10,11.35,2020-09-30,0.042,0.175,7.818,3.84,2.083,4.241,0.3,0.144,0.487,0.023,0.941,25.905,13.295,3.135,富临运业
002358,2010-02-10,11.35,2020-09-30,0.001,0.274,22.068,9.55,2.119,4.898,0.03,0.105,0.425,0.073,0.28,79.253,45.539,9.298,ST森源
002359,2010-02-10,11.35,2020-09-30,0.09,0.162,6.805,5.1,1.307,1.744,-0.805,-0.017,0.865,0.002,-8.747,140.212,18.958,10.872,北讯退
002360,2010-03-03,11.29,2020-12-31,0.04,0.16,6.925,6.0,2.906,3.354,0.391,0.103,0.243,0.349,1.532,17.345,13.134,3.915,同德化工
002361,2010-03-03,11.29,2020-09-30,0.0,0.222,12.859,8.64,1.411,2.1,0.087,0.087,0.505,0.103,0.729,35.512,17.587,8.376,神剑股份
002362,2010-03-03,11.29,2020-12-31,0.17,0.17,7.684,2.0,1.782,6.846,0.774,0.002,0.202,0.302,1.892,20.983,16.735,2.445,汉王科技
002363,2010-03-05,11.29,2020-12-31,0.023,0.065,2.266,2.0,4.85,5.495,0.108,0.057,0.292,0.147,0.449,32.301,22.865,4.161,隆基机械
002364,2010-03-05,11.29,2020-09-30,0.0,0.206,10.914,6.48,2.315,3.899,0.22,0.079,0.343,0.079,1.239,33.431,21.971,5.636,中恒电气
002365,2010-03-05,11.29,2021-03-31,0.104,0.157,6.9,3.0,2.736,6.293,0.126,0.076,0.151,0.05,0.372,21.855,18.546,2.947,永安药业
002366,2010-03-12,11.27,2020-09-30,0.233,0.213,11.802,2.0,1.453,8.574,-1.683,0.109,0.676,0.013,-4.268,67.046,21.74,2.536,台海核电
002367,2010-03-12,11.27,2021-03-31,0.0,0.191,10.164,5.4,2.056,3.87,0.294,0.12,0.488,0.123,2.341,60.286,30.869,7.977,康力电梯
002368,2010-03-12,11.27,2020-12-31,0.117,0.24,16.424,5.04,1.997,6.508,0.643,0.076,0.721,0.183,3.725,135.161,37.724,5.796,太极股份
002369,2010-03-16,11.26,2020-09-30,0.055,0.191,9.346,4.0,1.462,3.416,-0.032,0.047,0.437,0.085,-0.185,34.979,19.701,5.768,卓翼科技
002370,2010-03-16,11.26,2020-12-31,0.0,0.069,2.385,3.4,1.755,1.231,0.051,-0.02,0.662,0.451,0.273,19.563,6.604,5.366,亚太药业
002371,2010-03-16,11.26,2020-09-30,0.171,0.217,12.305,4.68,5.044,13.262,1.043,0.087,0.586,0.145,5.175,158.805,65.793,4.961,北方华创
002372,2010-03-18,11.25,2021-03-31,0.105,0.218,13.605,5.79,1.201,2.821,0.285,0.182,0.206,0.348,4.536,56.579,44.914,15.921,伟星新材
002373,2010-03-18,11.25,2021-03-31,0.03,0.24,17.389,4.0,1.8,7.825,0.359,0.052,0.331,0.193,5.674,185.002,123.71,15.809,千方科技
002374,2010-03-18,11.25,2020-09-30,0.0,0.14,5.313,6.34,3.294,2.762,-0.041,0.041,0.521,0.098,-0.448,62.701,30.044,10.88,中锐股份
002375,2010-03-23,11.24,2020-09-30,0.034,0.26,19.137,5.85,1.932,6.322,0.255,0.109,0.593,0.064,3.413,208.33,84.714,13.4,亚厦股份
002376,2010-03-23,11.24,2020-12-31,0.086,0.228,14.504,4.0,1.62,5.874,0.364,0.113,0.339,0.15,2.424,59.201,39.102,6.657,新北洋
002377,2010-03-23,11.24,2020-09-30,0.319,0.236,15.001,4.0,1.553,5.824,0.124,0.028,0.177,0.106,1.139,64.837,53.37,9.163,国创高新
002378,2010-03-31,11.22,2020-09-30,0.0,0.093,3.127,2.0,1.143,1.787,-0.003,0.048,0.587,0.04,-0.028,39.953,16.519,9.242,章源钨业
002379,2010-03-31,11.22,2020-12-31,0.041,0.113,4.007,8.0,3.059,1.532,-0.178,0.016,0.381,0.038,-1.65,22.929,14.195,9.264,宏创控股
002380,2010-03-31,11.22,2021-03-31,0.035,0.207,12.073,3.0,2.398,9.65,0.142,0.056,0.244,0.221,0.341,30.636,23.159,2.4,科远智慧
002381,2010-04-02,11.21,2020-12-31,0.037,0.147,5.945,4.5,3.637,4.805,0.763,0.095,0.254,0.263,3.141,26.512,19.778,4.116,双箭股份
002382,2010-04-02,11.21,2020-09-30,0.443,0.332,38.607,6.0,1.618,10.411,2.618,0.102,0.442,0.178,25.238,179.927,100.366,9.64,蓝帆医疗
002383,2010-04-02,11.21,2020-09-30,0.0,0.163,6.846,4.68,2.478,3.625,-0.398,0.007,0.665,0.088,-2.947,80.115,26.839,7.404,合众思壮
002384,2010-04-09,11.19,2020-12-31,0.374,0.305,32.022,7.78,1.871,7.705,0.899,0.071,0.649,0.077,15.372,375.031,131.75,17.099,东山精密
002385,2010-04-09,11.19,2020-12-31,0.062,0.228,14.519,9.0,1.925,3.107,0.613,0.122,0.458,0.178,25.733,240.417,130.368,41.953,大北农
002386,2010-04-09,11.19,2020-09-30,0.004,0.03,1.45,1.68,7.704,6.65,0.01,0.007,0.651,0.108,0.082,148.686,51.925,7.809,天原股份
002387,2010-04-13,11.18,2020-09-30,0.784,0.31,31.235,3.51,1.58,14.06,0.016,-0.005,0.504,0.069,0.225,387.581,192.291,13.677,维信诺
002388,2010-04-13,11.18,2020-12-31,0.146,0.159,6.79,3.6,1.361,2.567,0.08,0.045,0.474,0.295,0.403,24.58,12.933,5.038,新亚制程
002389,2010-04-13,11.18,2020-12-31,0.174,0.243,16.95,6.0,2.536,7.164,0.316,0.059,0.23,0.08,2.993,88.029,67.775,9.461,航天彩虹
002390,2010-04-16,11.17,2020-12-31,0.0,0.207,11.593,10.0,2.674,3.1,0.132,0.044,0.465,0.177,2.206,96.622,51.685,16.672,信邦制药
002391,2010-04-16,11.17,2021-03-31,0.053,0.232,15.959,4.68,1.966,6.704,0.344,0.105,0.245,0.013,2.274,58.664,44.264,6.603,长青股份
002392,2010-04-23,11.15,2021-03-31,0.096,0.2,11.225,8.0,2.538,3.561,0.376,0.09,0.334,0.028,4.472,63.68,42.398,11.905,北京利尔
002393,2010-04-23,11.15,2020-12-31,0.093,0.167,7.443,1.0,3.168,23.579,0.047,0.102,0.143,0.304,0.086,50.222,43.021,1.825,力生制药
002394,2010-04-23,11.15,2021-03-31,0.053,0.182,9.18,3.0,3.674,11.243,0.184,0.116,0.234,0.091,0.612,48.867,37.412,3.328,联发股份
002395,2010-04-29,11.14,2020-12-31,0.0,0.14,5.476,3.0,1.827,3.335,0.157,0.052,0.427,0.256,0.422,15.609,8.946,2.682,双象股份
002396,2010-06-23,10.99,2020-09-30,0.047,0.193,9.525,3.0,2.568,8.153,1.11,0.098,0.437,0.177,6.475,84.467,47.553,5.833,星网锐捷
002397,2010-04-29,11.14,2020-09-30,0.034,0.194,9.602,10.55,2.792,2.54,0.047,0.099,0.461,0.081,0.354,35.764,19.263,7.583,梦洁股份
002398,2010-05-06,11.12,2020-12-31,0.094,0.221,13.395,5.71,1.943,4.556,0.526,0.122,0.397,0.041,3.789,54.468,32.823,7.205,垒知集团
002399,2010-05-06,11.12,2020-12-31,0.053,0.236,15.668,3.2,1.627,7.966,0.696,0.127,0.386,0.07,10.216,190.259,116.89,14.673,海普瑞
002400,2010-05-06,11.12,2020-09-30,0.003,0.212,11.656,17.8,4.852,3.178,-0.018,0.129,0.355,0.1,-0.318,85.869,55.396,17.433,省广集团
002401,2010-05-06,11.12,2020-12-31,0.1,0.179,8.484,5.7,2.475,3.684,0.622,0.114,0.676,0.425,1.928,35.254,11.424,3.101,中远海科
002402,2010-05-11,11.1,2021-03-31,0.29,0.275,24.929,12.42,1.811,3.635,0.483,0.108,0.491,0.165,4.411,65.289,33.222,9.14,和而泰
002403,2010-05-11,11.1,2020-09-30,0.021,0.158,6.531,1.3,1.317,6.616,0.563,0.071,0.567,0.067,1.974,53.484,23.176,3.503,爱仕达
002404,2010-05-11,11.1,2020-12-31,0.061,0.102,3.518,3.9,3.678,3.318,0.355,0.082,0.365,0.179,2.053,30.191,19.165,5.777,嘉欣丝绸
002405,2010-05-18,11.08,2020-09-30,0.212,0.114,3.98,3.89,3.985,4.079,-0.136,0.073,0.094,0.151,-2.66,88.349,80.009,19.616,四维图新
002406,2010-05-18,11.08,2020-09-30,0.078,0.192,9.429,3.0,1.687,5.302,0.565,0.101,0.268,0.204,3.339,42.833,31.354,5.914,远东传动
002407,2010-05-18,11.08,2020-09-30,0.023,0.178,8.069,5.2,3.215,4.989,0.065,0.067,0.656,0.044,0.45,100.753,34.672,6.95,多氟多
002408,2010-05-18,11.08,2020-09-30,0.132,0.211,11.516,5.58,2.567,5.302,0.629,0.141,0.503,0.113,11.172,189.42,94.113,17.752,齐翔腾达
002409,2010-05-25,11.07,2020-09-30,0.252,0.273,21.849,3.0,1.413,10.291,1.008,0.079,0.164,0.099,4.666,56.967,47.632,4.629,雅克科技
002410,2010-05-25,11.07,2020-12-31,0.196,0.321,37.335,11.06,1.638,5.531,0.322,0.135,0.313,0.498,3.814,95.471,65.578,11.857,广联达
002411,2010-05-25,11.07,2020-09-30,0.048,0.259,18.933,4.05,1.212,5.666,0.036,0.088,0.538,0.01,0.639,218.259,100.76,17.783,延安必康
002412,2010-05-25,11.07,2020-09-30,0.062,0.072,2.428,6.8,8.777,3.134,0.225,0.109,0.142,0.066,1.13,18.388,15.768,5.032,汉森制药
002413,2010-05-28,11.06,2020-12-31,0.028,0.165,7.309,4.65,2.272,3.571,0.159,0.056,0.296,0.06,1.815,57.782,40.682,11.392,雷科防务
002414,2010-07-16,10.92,2020-09-30,0.067,0.0,0.918,5.1,14.476,2.605,0.667,0.073,0.324,0.129,10.614,61.299,41.468,15.919,高德红外
002415,2010-05-28,11.06,2021-03-31,0.206,0.302,32.973,21.06,3.891,6.092,1.042,0.264,0.341,0.37,97.385,863.786,569.167,93.434,海康威视
002416,2010-05-28,11.06,2020-12-31,0.011,0.134,5.134,2.4,2.131,4.559,0.644,0.108,0.5,0.212,7.982,113.076,56.501,12.393,爱施德
002417,2010-06-01,11.05,2020-12-31,0.0,0.0,0.432,2.25,5.341,1.025,0.089,-0.041,0.322,0.224,0.239,4.083,2.769,2.7,深南股份
002418,2010-06-01,11.05,2020-09-30,0.0,0.017,1.237,4.8,1.972,0.508,-0.036,-0.012,0.778,0.089,-0.411,25.952,5.771,11.364,康盛股份
002419,2010-06-01,11.05,2021-03-31,0.034,0.177,8.643,3.38,2.189,5.606,0.222,0.159,0.797,0.121,2.669,331.763,67.295,12.003,天虹股份
002420,2010-06-01,11.05,2020-12-31,0.0,0.007,1.091,1.0,1.323,1.443,0.161,-0.039,0.723,0.108,0.644,20.928,5.787,4.01,毅昌股份
002421,2010-06-03,11.04,2020-12-31,0.017,0.241,16.579,17.16,1.712,1.654,0.163,0.075,0.602,0.151,3.128,79.929,31.831,19.246,达实智能
002422,2010-06-03,11.04,2020-09-30,0.052,0.155,6.278,6.0,9.216,9.643,0.49,0.103,0.567,0.088,7.047,320.416,138.731,14.387,科伦药业
002423,2010-06-03,11.04,2020-09-30,0.302,0.132,4.857,1.0,2.013,9.777,0.819,0.076,0.732,0.111,18.861,842.07,225.274,23.041,中粮资本
002424,2010-06-03,11.04,2020-09-30,0.074,0.25,17.205,10.08,1.661,2.835,0.157,0.136,0.437,0.123,2.218,71.078,40.007,14.112,贵州百灵
002425,2010-06-08,11.03,2020-09-30,0.053,0.196,9.815,4.22,2.222,5.163,0.247,0.071,0.166,0.013,2.007,50.353,42.014,8.137,凯撒文化
002426,2010-06-08,11.03,2020-12-31,0.0,0.095,3.258,5.0,2.044,1.332,0.127,0.082,0.59,0.099,4.369,111.883,45.844,34.415,胜利精密
002427,2010-06-08,11.03,2020-12-31,0.0,0.0,0.14,2.0,1.832,0.128,-1.715,-0.274,0.99,0.015,-7.509,54.024,0.56,4.38,ST尤夫
002428,2010-06-08,11.03,2020-12-31,0.0,0.132,4.992,5.2,2.45,2.352,0.036,0.061,0.308,0.042,0.233,22.188,15.363,6.531,云南锗业
002429,2010-06-10,11.02,2020-09-30,0.1,0.189,9.09,8.44,2.277,2.453,0.329,0.13,0.549,0.043,14.878,246.411,111.034,45.269,兆驰股份
002430,2010-06-10,11.02,2021-03-31,0.116,0.105,3.774,2.03,3.98,7.418,1.306,0.105,0.523,0.088,12.601,150.053,71.555,9.646,杭氧股份
002431,2010-06-10,11.02,2021-03-31,0.0,0.148,6.197,9.6,4.785,3.089,-0.382,0.052,0.711,0.018,-5.681,158.815,45.934,14.87,棕榈股份
002432,2010-06-10,11.02,2020-09-30,0.077,0.207,11.013,3.0,1.283,4.71,1.34,0.005,0.233,0.232,5.799,26.596,20.387,4.328,九安医疗
002433,2010-06-18,11.0,2020-12-31,0.036,0.245,17.265,4.32,1.769,7.07,0.035,0.06,0.403,0.011,0.269,90.771,54.21,7.668,太安堂
002434,2010-06-18,11.0,2020-12-31,0.045,0.227,14.39,6.0,2.081,4.991,0.457,0.103,0.422,0.051,6.119,115.809,66.883,13.4,万里扬
002435,2010-06-18,11.0,2020-09-30,0.011,0.166,7.071,3.83,2.28,4.215,0.292,0.064,0.315,0.135,3.612,76.01,52.095,12.36,长江健康
002436,2010-06-18,11.0,2020-12-31,0.099,0.207,11.59,12.0,2.49,2.405,0.367,0.112,0.419,0.14,5.467,61.638,35.787,14.879,兴森科技
002437,2010-06-23,10.99,2020-09-30,0.0,0.14,5.345,20.0,3.641,0.973,0.404,0.135,0.578,0.17,8.877,50.732,21.388,21.981,誉衡药业
002438,2010-06-23,10.99,2020-12-31,0.125,0.22,13.336,4.0,1.335,4.451,0.445,0.074,0.398,0.071,2.16,35.903,21.62,4.858,江苏神通
002439,2010-06-23,10.99,2020-12-31,0.254,0.216,12.754,9.68,4.875,6.425,0.868,0.021,0.283,0.158,8.1,83.666,59.985,9.336,启明星辰
002440,2010-07-06,10.95,2020-09-30,0.095,0.204,10.733,3.9,2.885,7.94,0.625,0.149,0.162,0.198,7.193,109.0,91.354,11.505,闰土股份
002441,2010-07-06,10.95,2020-12-31,0.04,0.03,1.467,4.0,20.617,7.563,0.5,0.103,0.342,0.167,2.724,62.578,41.189,5.446,众业达
002442,2010-07-06,10.95,2021-03-31,0.066,0.036,1.598,2.4,4.365,2.906,0.667,0.05,0.472,0.045,3.202,26.426,13.947,4.8,龙星化工
